actor_common.dies,dies.,死了。
terrain_gong.strike_it,Strike it? ,敲击它？
terrain_gong.temple_gong_here,There is a temple gong here.,这里有一座神殿铜锣。
terrain_gong.temple_gong_legend,Temple Gong,神殿铜锣
terrain_gong.temple_gong_name,temple gong,神殿铜锣
terrain_gong.the_prefix,The ,那件
terrain_mirror.article_a,a ,__EMPTY__
terrain_mirror.article_the,the ,__EMPTY__
terrain_mirror.chilled_to_bone,"As I touch it, I am chilled to the bone.",一触碰它，我就冷到骨子里。
terrain_mirror.destroyed_suffix, is destroyed.,被摧毁了。
terrain_mirror.glass_surface,There is a glass surface here.,这里有一块玻璃表面。
terrain_mirror.hazy_mirror,hazy mirror,朦胧之镜
terrain_mirror.legend_text,Hazy Mirror,朦胧之镜
terrain_mirror.must_be_destroyed,This evil artifact must be destroyed!,这件邪恶的遗物必须被摧毁！
terrain_mirror.nothing_happens,Nothing happens.,什么也没有发生。
terrain_mirror.stare_deep_prefix,I stare deep into the ,我凝视着那面
terrain_mob.article_a,a,__EMPTY__
terrain_mob.article_the,the,__EMPTY__
terrain_mob.article_the_space,the ,__EMPTY__
terrain_mob.cough,I cough.,我咳嗽起来。
terrain_mob.force_field_name, force field,力场
terrain_mob.hear_coughing,I hear coughing.,我听见咳嗽声。
terrain_mob.lit_flare_name, lit flare,点燃的照明棒
terrain_mob.lit_stick_of_dynamite_name, lit stick of dynamite,点燃的炸药棒
terrain_mob.mist_name,mist,雾霭
terrain_mob.smoke_in_eyes,I am getting smoke in my eyes.,烟雾熏进了我的眼睛。
terrain_mob.smoke_name,smoke,烟雾
terrain_monolith.article_a,a ,__EMPTY__
terrain_monolith.article_the,the ,__EMPTY__
terrain_monolith.carved_monolith,carved monolith,雕刻石碑
terrain_monolith.carved_rock_here,There is a carved rock here.,这里有一块雕刻过的石头。
terrain_monolith.defiled_rock_here,There is a carved rock defiled with blasphemous carvings here. It must be destroyed!,这里有一块刻着亵渎铭文的石头。它必须被摧毁！
terrain_monolith.defiled_rock_notice,"This rock is defiled with blasphemous carvings, it must be destroyed!",这块石头被亵渎的铭文玷污了，必须被摧毁！
terrain_monolith.destroyed,The monolith is destroyed.,石碑被摧毁了。
terrain_monolith.feel_powerful,I feel powerful!,我感到充满力量！
terrain_monolith.legend_text,Monolith,石碑
terrain_monolith.nothing_happens,Nothing happens.,什么也没有发生。
terrain_monolith.recite_inscriptions,I recite the inscriptions on the Monolith...,我诵读了石碑上的铭文...
terrain_pylon.a_coiled_pylon,a Coiled Pylon,螺旋塔柱
terrain_pylon.a_serrated_pylon,a Serrated Pylon,锯齿塔柱
terrain_pylon.a_star_crowned_pylon,a Star-crowned Pylon,星冠塔柱
terrain_pylon.a_two_pronged_pylon,a Two-pronged Pylon,双叉塔柱
terrain_pylon.accelerating_pylon_effect,accelerates creatures,使生物加速
terrain_pylon.accelerating_pylon_name, Accelerating Pylon,加速塔柱
terrain_pylon.an_angled_pylon,an Angled Pylon,斜角塔柱
terrain_pylon.an_arched_pylon,an Arched Pylon,拱形塔柱
terrain_pylon.angled_pylon,Angled Pylon,斜角塔柱
terrain_pylon.arched_pylon,Arched Pylon,拱形塔柱
terrain_pylon.article_a,a,__EMPTY__
terrain_pylon.article_an,an,__EMPTY__
terrain_pylon.article_the,the,__EMPTY__
terrain_pylon.cloaking_pylon_effect,turns creatures invisible,使生物隐形
terrain_pylon.cloaking_pylon_name, Cloaking Pylon,隐形塔柱
terrain_pylon.coiled_pylon,Coiled Pylon,螺旋塔柱
terrain_pylon.destroyed_suffix, is destroyed.,被摧毁了。
terrain_pylon.now_know_prefix,I now know that ,我现在知道
terrain_pylon.period,.,。
terrain_pylon.repelling_pylon_effect,repels creatures,击退生物
terrain_pylon.repelling_pylon_name, Repelling Pylon,排斥塔柱
terrain_pylon.serrated_pylon,A Serrated Pylon,锯齿塔柱
terrain_pylon.slowing_pylon_effect,slows creatures,使生物迟缓
terrain_pylon.slowing_pylon_name, Slowing Pylon,迟缓塔柱
terrain_pylon.space,__SPACE__,__EMPTY__
terrain_pylon.star_crowned_pylon,Star-crowned Pylon,星冠塔柱
terrain_pylon.teleporting_pylon_effect,teleports creatures,传送生物
terrain_pylon.teleporting_pylon_name, Teleporting Pylon,传送塔柱
terrain_pylon.terror_pylon_effect,causes fear,造成恐惧
terrain_pylon.terror_pylon_name, Terror Pylon,恐惧塔柱
terrain_pylon.the,the ,__EMPTY__
terrain_pylon.two_pronged_pylon,Two-pronged Pylon,双叉塔柱
terrain_trap.alarm_sounds,An alarm sounds!,警报响起！
terrain_trap.alarm_trap_name, alarm trap,警报陷阱
terrain_trap.appears_suffix, appears!,出现了！
terrain_trap.article_a,a,__EMPTY__
terrain_trap.article_an,an,__EMPTY__
terrain_trap.article_the,the,__EMPTY__
terrain_trap.beam_from,A beam of light shoots out from ,一道光束从
terrain_trap.beam_under,A beam of light shoots out under ,一道光束从
terrain_trap.blinding_trap_name, blinding trap,致盲陷阱
terrain_trap.boundary_sigil_name, Boundary Sigil,边界印记
terrain_trap.click,I hear a click.,我听到一声咔哒。
terrain_trap.crushing_pressure,There is suddenly a crushing pressure in the air!,空气中突然出现一股压迫力！
terrain_trap.cut_free_machete,I cut myself free with my Machete.,我用砍刀割断束缚。
terrain_trap.dart_launched_from,A dart is launched from ,一支飞镖从
terrain_trap.dart_trap_name, dart trap,飞镖陷阱
terrain_trap.deafening_trap_name, deafening trap,震聋陷阱
terrain_trap.disarm,I disarm a trap.,我拆除一个陷阱。
terrain_trap.entangled_suffix, is entangled in a huge spider web!,被一张巨大的蜘蛛网缠住了！
terrain_trap.entangled_threads,I am entangled in a sticky mass of threads!,我被一团黏稠的丝线缠住了！
terrain_trap.entangled_web,I am entangled in a spider web!,我被一张蜘蛛网缠住了！
terrain_trap.exclaim,!,！
terrain_trap.fades_out, fades out.,消散了。
terrain_trap.ground_shifting,I feel the ground shifting slightly under my foot.,我感觉脚下的地面轻微地移动了一下。
terrain_trap.hear_burst_gas,I hear a burst of gas.,我听到一阵气体喷出的声音。
terrain_trap.hear_otherworldly_blaze,I hear an otherworldly blaze.,我听到一阵异界的焰声。
terrain_trap.here_exclaim, here!,在这里！
terrain_trap.intense_flash,There is an intense flash of light!,有一道强烈的闪光！
terrain_trap.it,it,它
terrain_trap.misty_haze_self,I am surrounded by a misty haze.,我被一阵雾霭包围。
terrain_trap.misty_haze_surrounds,A misty haze surrounds ,一阵雾霭笼罩了
terrain_trap.no_apparent_effect,There is no apparent effect.,没有明显效果。
terrain_trap.peculiar_energy,I feel a peculiar energy around me!,我感到周围有一股奇特的能量！
terrain_trap.period,.,。
terrain_trap.query_suffix,?,？
terrain_trap.sigil_name, Sigil,印记
terrain_trap.smoke_released,A burst of smoke is released from a vent in the floor!,一股烟雾从地板上的通风口喷出！
terrain_trap.smoke_trap_name, smoke trap,烟雾陷阱
terrain_trap.spear_shoots_from,A spear shoots out from ,一支长矛从
terrain_trap.spear_trap_name, spear trap,长矛陷阱
terrain_trap.spider_web_name, spider web,蜘蛛网
terrain_trap.spot_prefix,I spot ,我发现了
terrain_trap.step_into,Step into ,踏入
terrain_trap.surroundings_change,The surroundings change!,周围的环境改变了！
terrain_trap.tear_down_web,I tear down a spider web.,我拆掉一张蜘蛛网。
terrain_trap.the_floor,the floor,地板
terrain_trap.there_is,There is ,这里有
terrain_trap.wavers, wavers.,摇晃了一下。
text_format.and_separator, and ,和
throwing.creature_hit,A creature is hit.,有生物被击中了。
throwing.is_hit_suffix, is hit.,被击中了。
throwing.monster_throws, throws ,投掷了
throwing.period,.,。
throwing.player_throw_prefix,I throw ,我投掷了
throwing.unseen_creature,An unseen creature,有个看不见的生物
version.copyright,(c) 2011-2025 Martin Tornqvist,(c) 2011-2025 Martin Tornqvist
version.license,"Infra Arcana is free software, see LICENSE.txt.",Infra Arcana 是自由软件，详见 LICENSE.txt。
view.creature_here,There is a creature here.,这里有一个生物。
view.remember_here,I remember here:,我记得这里：
view.very_dark_here,It is very dark here.,这里非常黑暗。
view_actor_descr.appears_to_move_suffix, appears to move{_},看起来移动
view_actor_descr.because_unaware_suffix, (because they are unaware),（因为它们未察觉）
view_actor_descr.cannot_visually_detect,They cannot visually detect other creatures,它们无法通过视觉侦测其他生物
view_actor_descr.color_dark_yellow,{COLOR_DARK_YELLOW},{COLOR_DARK_YELLOW}
view_actor_descr.color_reset,{reset_color},{reset_color}
view_actor_descr.full_health,They are at full health.,它们生命值全满。
view_actor_descr.health_prefix,They are at ,它们生命值为
view_actor_descr.health_suffix,% health.,%。
view_actor_descr.is_wielding, is wielding ,正持有
view_actor_descr.it,It,它
view_actor_descr.melee_hit_chance_kick_suffix,", and the chance to hit by kicking is{_}{COLOR_LIGHT_GREEN}",，踢击命中率为{_}{COLOR_LIGHT_GREEN}
view_actor_descr.melee_hit_chance_prefix,The chance to hit ,命中
view_actor_descr.melee_hit_chance_same_suffix, with a melee attack or kicking is currently{_}{COLOR_LIGHT_GREEN},的近战攻击或踢击命中率当前为{_}{COLOR_LIGHT_GREEN}
view_actor_descr.melee_hit_chance_weapon_suffix, with a melee attack is currently{_}{COLOR_LIGHT_GREEN},的近战攻击命中率当前为{_}{COLOR_LIGHT_GREEN}
view_actor_descr.natural_property_can,They can,它们能
view_actor_descr.natural_property_cannot,They cannot,它们不会
view_actor_descr.natural_property_cannot_be,They cannot be,它们不会被
view_actor_descr.natural_property_cannot_be_harmed_by,They cannot be harmed by,它们不会受到
view_actor_descr.natural_property_comma,",",、
view_actor_descr.natural_property_confusion,confusion,混乱
view_actor_descr.natural_property_disease,{COLOR_GREEN}disease{reset_color},{COLOR_GREEN}疾病{reset_color}
view_actor_descr.natural_property_electricity,{COLOR_YELLOW}electricity{reset_color},{COLOR_YELLOW}电击{reset_color}
view_actor_descr.natural_property_emits_light,They emit light and can be seen in darkness,它们会发光，并且能在黑暗中被看见
view_actor_descr.natural_property_explodes_on_death,They explode on death,它们死亡时会爆炸
view_actor_descr.natural_property_faint,faint,昏厥
view_actor_descr.natural_property_fear,fear,恐惧
view_actor_descr.natural_property_fire,{COLOR_LIGHT_RED}fire{reset_color},{COLOR_LIGHT_RED}火焰{reset_color}
view_actor_descr.natural_property_flammable,"They are very flammable, and will quickly ignite other nearby ",它们非常易燃，并会迅速点燃附近其他易燃生物
view_actor_descr.natural_property_item_separator,__SPACE__,__EMPTY__
view_actor_descr.natural_property_magic,{COLOR_MAGENTA}magic{reset_color},{COLOR_MAGENTA}魔法{reset_color}
view_actor_descr.natural_property_or,or ,或
view_actor_descr.natural_property_outer_being,"{COLOR_VIOLET}They are an Outer Being, not anchored to ",{COLOR_VIOLET}它们是外界存在，并未锚定于此现实{reset_color}
view_actor_descr.natural_property_paralyzed,paralyzed,麻痹
view_actor_descr.natural_property_physical_damage,{COLOR_GRAY}physical damage{reset_color},{COLOR_GRAY}物理伤害{reset_color}
view_actor_descr.natural_property_poison,{COLOR_LIGHT_GREEN}poison{reset_color},{COLOR_LIGHT_GREEN}毒素{reset_color}
view_actor_descr.natural_property_reduced_pierce_damage,Piercing attacks such as pistol shots or dagger strikes are very ,手枪射击或匕首刺击等穿刺攻击对它们非常无效
view_actor_descr.natural_property_regenerating,They regenerate health over time,它们会随时间恢复生命
view_actor_descr.natural_property_see_in_darkness,see in darkness,在黑暗中视物
view_actor_descr.natural_property_slowed,slowed,减速
view_actor_descr.natural_property_unaffected_by,They are unaffected by,它们不受
view_actor_descr.natural_property_undead,{COLOR_MAGENTA}This creature is undead{reset_color},{COLOR_MAGENTA}这个生物是不死生物{reset_color}
view_actor_descr.pct_color_suffix,%{reset_color},%{reset_color}
view_actor_descr.period,.,。
view_actor_descr.property_title_separator,{color_reset}: ,{color_reset}：
view_actor_descr.pursues_once_aware_suffix, (but will pursue any threat once aware),（但一旦察觉到威胁就会追击）
view_actor_descr.remember_for_at_least, will remember hostile creatures for at least ,至少会记住敌对生物
